,Unnamed: 0,Unnamed: 0_x,sentence,focus,episode,filename,tokens,stemmed_tokens,norm_tokens,token_count,sentiment,focus_split,characterName,actor_name,appearances,character_name,position,posting,rank,species,character_name_split,Unnamed: 0_y,No. overall,No. in season,Title,Stardate,Directed by,Written by,Original air date,U.S. viewers (millions),merge_index,Aggressive_Words,Count_Aggressive_Words
75840,75840,20839,could plasma from the streamer have found its way into the ship?,picard,127.0,228.txt,"['could', 'plasma', 'streamer', 'found', 'way', 'ship']","['could', 'plasma', 'streamer', 'found', 'way', 'ship']","['could', 'plasma', 'streamer', 'found', 'way', 'ship']",6.0,0.0,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",2,128,2,"""Realm of Fear""",46041.1,Cliff Bole,Brannon Braga,"September?28,?1992?(1992-09-28)",13.2[7],127,['plasma'],1
75841,75841,20840,(onto the idea) And if the plasma exploded...,picard,127.0,228.txt,"['onto', 'idea', 'and', 'plasma', 'exploded']","['onto', 'idea', 'And', 'plasma', 'explod']","['onto', 'idea', 'And', 'plasma', 'explod']",5.0,0.0,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",2,128,2,"""Realm of Fear""",46041.1,Cliff Bole,Brannon Braga,"September?28,?1992?(1992-09-28)",13.2[7],127,['plasma'],1
75848,75848,20847,(to Worf) Mister Worf maintain a level three security alert until further notice.,picard,127.0,228.txt,"['worf', 'mister', 'worf', 'maintain', 'level', 'three', 'security', 'alert', 'notice']","['Worf', 'Mister', 'Worf', 'maintain', 'level', 'three', 'secur', 'alert', 'notic']","['Worf', 'Mister', 'Worf', 'maintain', 'level', 'three', 'secur', 'alert', 'notic']",9.0,0.29600000000000004,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",2,128,2,"""Realm of Fear""",46041.1,Cliff Bole,Brannon Braga,"September?28,?1992?(1992-09-28)",13.2[7],127,['alert'],1
75856,75856,20855,The microbes have been returned to the plasma streamer thru,picard (v.o.),127.0,228.txt,"['the', 'microbes', 'returned', 'plasma', 'streamer', 'thru']","['The', 'microb', 'return', 'plasma', 'streamer', 'thru']","['The', 'microb', 'return', 'plasma', 'streamer', 'thru']",6.0,0.0,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",2,128,2,"""Realm of Fear""",46041.1,Cliff Bole,Brannon Braga,"September?28,?1992?(1992-09-28)",13.2[7],127,['plasma'],1
75857,75857,37172,"""Realm of Fear"" 7 92 Our scanners cannot penetrate the plasma streamer's distortion field.",star trek: teaser 1a.2 continued: data,127.0,228.txt,"['realm', 'fear', '7', '92', 'our', 'scanners', 'cannot', 'penetrate', 'plasma', 'streamers', 'distortion', 'field']","['Realm', 'Fear', '7', '92', 'Our', 'scanner', 'cannot', 'penetr', 'plasma', 'streamer', 'distort', 'field']","['Realm', 'Fear', '7', '92', 'Our', 'scanner', 'cannot', 'penetr', 'plasma', 'streamer', 'distort', 'field']",12.0,-0.6705,['data'],data,Brent Spiner,"['TNG', 'GEN,FCT,INS,NEM']",data,Chief Operations Officer,USS Enterprise-E,['Lt. Commander'],Android,['data'],2,128,2,"""Realm of Fear""",46041.1,Cliff Bole,Brannon Braga,"September?28,?1992?(1992-09-28)",13.2[7],127,['plasma'],1
75878,75878,37193,"Inside, the plasma sample has transformed we now see several intensely glowing pulsating with energy, hitting up against the containment field, as if trying to escape.",data,127.0,228.txt,"['inside', 'plasma', 'sample', 'transformed', 'see', 'several', 'intensely', 'glowing', 'pulsating', 'energy', 'hitting', 'containment', 'field', 'trying', 'escape']","['Insid', 'plasma', 'sampl', 'transform', 'see', 'sever', 'intens', 'glow', 'pulsat', 'energi', 'hit', 'contain', 'field', 'tri', 'escap']","['Insid', 'plasma', 'sampl', 'transform', 'see', 'sever', 'intens', 'glow', 'pulsat', 'energi', 'hit', 'contain', 'field', 'tri', 'escap']",15.0,0.0,['data'],data,Brent Spiner,"['TNG', 'GEN,FCT,INS,NEM']",data,Chief Operations Officer,USS Enterprise-E,['Lt. Commander'],Android,['data'],2,128,2,"""Realm of Fear""",46041.1,Cliff Bole,Brannon Braga,"September?28,?1992?(1992-09-28)",13.2[7],127,['plasma'],1
75880,75880,37195,They appear to be quasienergy microbes that exist within the distortion field of the plasma streamer which made them undetectable to our sensors.,data,127.0,228.txt,"['they', 'appear', 'quasienergy', 'microbes', 'exist', 'within', 'distortion', 'field', 'plasma', 'streamer', 'made', 'undetectable', 'sensors']","['They', 'appear', 'quasienergi', 'microb', 'exist', 'within', 'distort', 'field', 'plasma', 'streamer', 'made', 'undetect', 'sensor']","['They', 'appear', 'quasienergi', 'microb', 'exist', 'within', 'distort', 'field', 'plasma', 'streamer', 'made', 'undetect', 'sensor']",13.0,-0.3182,['data'],data,Brent Spiner,"['TNG', 'GEN,FCT,INS,NEM']",data,Chief Operations Officer,USS Enterprise-E,['Lt. Commander'],Android,['data'],2,128,2,"""Realm of Fear""",46041.1,Cliff Bole,Brannon Braga,"September?28,?1992?(1992-09-28)",13.2[7],127,['plasma'],1
75950,75950,55255,(off tricorder) Blast analysis indicates the explosion originated...,worf,127.0,228.txt,"['tricorder', 'blast', 'analysis', 'indicates', 'explosion', 'originated']","['tricord', 'Blast', 'analysi', 'indic', 'explos', 'origin']","['tricord', 'Blast', 'analysi', 'indic', 'explos', 'origin']",6.0,0.0,['worf'],worf,Michael Dorn,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",worf,Helmsman (TNG S1),USS Enterprise-E,['Lt. Commander'],Klingon,['worf'],2,128,2,"""Realm of Fear""",46041.1,Cliff Bole,Brannon Braga,"September?28,?1992?(1992-09-28)",13.2[7],127,['explosion'],1
76030,76030,83238,"On the monitor, the respiratory display goes dead and the medical console all at once in a chaotic display of blinking lights.",beverly,127.0,228.txt,"['on', 'monitor', 'respiratory', 'display', 'goes', 'dead', 'medical', 'console', 'chaotic', 'display', 'blinking', 'lights']","['On', 'monitor', 'respiratori', 'display', 'goe', 'dead', 'medic', 'consol', 'chaotic', 'display', 'blink', 'light']","['On', 'monitor', 'respiratori', 'display', 'goe', 'dead', 'medic', 'consol', 'chaotic', 'display', 'blink', 'light']",12.0,-0.8176,['beverly'],beverly crusher,Gates McFadden,"['TNG', 'GEN,FCT,INS,NEM']",beverly crusher,Head of Starfleet Medical (S2),USS Enterprise-E,['Commander'],Human,"['beverly', 'crusher']",2,128,2,"""Realm of Fear""",46041.1,Cliff Bole,Brannon Braga,"September?28,?1992?(1992-09-28)",13.2[7],127,['dead'],1
76044,76044,83252,(turns to Barclay) There's no question you've been exposed to the same high energy plasma they were.,beverly,127.0,228.txt,"['turns', 'barclay', 'theres', 'question', 'youve', 'exposed', 'high', 'energy', 'plasma']","['turn', 'Barclay', 'There', 'question', 'youv', 'expos', 'high', 'energi', 'plasma']","['turn', 'Barclay', 'There', 'question', 'youv', 'expo', 'high', 'energi', 'plasma']",9.0,0.0,['beverly'],beverly crusher,Gates McFadden,"['TNG', 'GEN,FCT,INS,NEM']",beverly crusher,Head of Starfleet Medical (S2),USS Enterprise-E,['Commander'],Human,"['beverly', 'crusher']",2,128,2,"""Realm of Fear""",46041.1,Cliff Bole,Brannon Braga,"September?28,?1992?(1992-09-28)",13.2[7],127,['plasma'],1
76087,76087,93168,"Well, there was an explosion in here.",geordi,127.0,228.txt,"['well', 'explosion']","['Well', 'explos']","['Well', 'explos']",2.0,0.2732,['geordi'],geordi la forge,LeVar Burton,"['TNG', 'GEN,FCT,INS,NEM', 'VOY']",geordi la forge,Helmsman (S1),USS Enterprise-E,['Lt. Commander'],Human,"['geordi', 'la', 'forge']",2,128,2,"""Realm of Fear""",46041.1,Cliff Bole,Brannon Braga,"September?28,?1992?(1992-09-28)",13.2[7],127,['explosion'],1
76153,76153,93234,So they were collecting samples from the plasma streamer...,geordi,127.0,228.txt,"['so', 'collecting', 'samples', 'plasma', 'streamer']","['So', 'collect', 'sampl', 'plasma', 'streamer']","['So', 'collect', 'sampl', 'plasma', 'streamer']",5.0,0.0,['geordi'],geordi la forge,LeVar Burton,"['TNG', 'GEN,FCT,INS,NEM', 'VOY']",geordi la forge,Helmsman (S1),USS Enterprise-E,['Lt. Commander'],Human,"['geordi', 'la', 'forge']",2,128,2,"""Realm of Fear""",46041.1,Cliff Bole,Brannon Braga,"September?28,?1992?(1992-09-28)",13.2[7],127,['plasma'],1
76179,76179,93260,"(to Barclay) Okay, Reg we've locked onto the coordinates of the plasma streamer.",geordi,127.0,228.txt,"['barclay', 'okay', 'reg', 'weve', 'locked', 'onto', 'coordinates', 'plasma', 'streamer']","['Barclay', 'Okay', 'Reg', 'weve', 'lock', 'onto', 'coordin', 'plasma', 'streamer']","['Barclay', 'Okay', 'Reg', 'weve', 'lock', 'onto', 'coordin', 'plasma', 'streamer']",9.0,0.2263,['geordi'],geordi la forge,LeVar Burton,"['TNG', 'GEN,FCT,INS,NEM', 'VOY']",geordi la forge,Helmsman (S1),USS Enterprise-E,['Lt. Commander'],Human,"['geordi', 'la', 'forge']",2,128,2,"""Realm of Fear""",46041.1,Cliff Bole,Brannon Braga,"September?28,?1992?(1992-09-28)",13.2[7],127,['plasma'],1
76356,76356,105157,"Barclay winces at the awful experience, but keeps his eyes open, looking around, alert the entire time.",cut to:10 close on barclay transporter effect (optical) sparkles of energy.,127.0,228.txt,"['barclay', 'winces', 'awful', 'experience', 'keeps', 'eyes', 'open', 'looking', 'around', 'alert', 'entire', 'time']","['Barclay', 'winc', 'aw', 'experi', 'keep', 'eye', 'open', 'look', 'around', 'alert', 'entir', 'time']","['Barclay', 'winc', 'aw', 'experi', 'keep', 'eye', 'open', 'look', 'around', 'alert', 'entir', 'time']",12.0,0.29600000000000004,['barclay'],reginald barclay,Dwight Schultz,"['TNG', 'FCT', 'VOY']",reginald barclay,"Engineering Officer (TNG,Movies)",Starfleet Command,['Lt. Commander'],Human,"['reginald', 'barclay']",2,128,2,"""Realm of Fear""",46041.1,Cliff Bole,Brannon Braga,"September?28,?1992?(1992-09-28)",13.2[7],127,['alert'],1
76556,76556,105357,Commander La Forge and were planning to recreate the circumstances of the explosion on the Yosemite...,barclay,127.0,228.txt,"['commander', 'la', 'forge', 'planning', 'recreate', 'circumstances', 'explosion', 'yosemite']","['Command', 'La', 'Forg', 'plan', 'recreat', 'circumst', 'explos', 'Yosemit']","['Command', 'La', 'Forg', 'plan', 'recreat', 'circumst', 'explos', 'Yosemit']",8.0,0.0,['barclay'],reginald barclay,Dwight Schultz,"['TNG', 'FCT', 'VOY']",reginald barclay,"Engineering Officer (TNG,Movies)",Starfleet Command,['Lt. Commander'],Human,"['reginald', 'barclay']",2,128,2,"""Realm of Fear""",46041.1,Cliff Bole,Brannon Braga,"September?28,?1992?(1992-09-28)",13.2[7],127,['explosion'],1
76569,76569,105370,Which caused a plasma explosion similar to the one on the science ship...,barclay,127.0,228.txt,"['which', 'caused', 'plasma', 'explosion', 'similar', 'one', 'science', 'ship']","['Which', 'caus', 'plasma', 'explos', 'similar', 'one', 'scienc', 'ship']","['Which', 'caus', 'plasma', 'explos', 'similar', 'one', 'scienc', 'ship']",8.0,0.0,['barclay'],reginald barclay,Dwight Schultz,"['TNG', 'FCT', 'VOY']",reginald barclay,"Engineering Officer (TNG,Movies)",Starfleet Command,['Lt. Commander'],Human,"['reginald', 'barclay']",2,128,2,"""Realm of Fear""",46041.1,Cliff Bole,Brannon Braga,"September?28,?1992?(1992-09-28)",13.2[7],127,"['plasma', 'explosion']",2
76604,76604,105405,(realizes) The residual energy from the plasma streamer...,barclay,127.0,228.txt,"['realizes', 'the', 'residual', 'energy', 'plasma', 'streamer']","['realiz', 'The', 'residu', 'energi', 'plasma', 'streamer']","['realiz', 'The', 'residu', 'energi', 'plasma', 'streamer']",6.0,0.0,['barclay'],reginald barclay,Dwight Schultz,"['TNG', 'FCT', 'VOY']",reginald barclay,"Engineering Officer (TNG,Movies)",Starfleet Command,['Lt. Commander'],Human,"['reginald', 'barclay']",2,128,2,"""Realm of Fear""",46041.1,Cliff Bole,Brannon Braga,"September?28,?1992?(1992-09-28)",13.2[7],127,['plasma'],1
76645,76645,105976,7 92 (Cont'd) (beat) If the Cardassians also attacked the Yosemite...,admiral hayes,127.0,228.txt,"['7', '92', 'contd', 'beat', 'if', 'cardassians', 'also', 'attacked', 'yosemite']","['7', '92', 'Contd', 'beat', 'If', 'Cardassian', 'also', 'attack', 'Yosemit']","['7', '92', 'Contd', 'beat', 'If', 'Cardassian', 'also', 'attack', 'Yosemit']",9.0,-0.4767,['hayes'],j. hayes,Steven Culp,['ENT'],j. hayes,MACO Officer,Enterprise NX-01,['Major'],Human,"['j.', 'hayes']",2,128,2,"""Realm of Fear""",46041.1,Cliff Bole,Brannon Braga,"September?28,?1992?(1992-09-28)",13.2[7],127,['attacked'],1
76649,76649,106484,"Beverly and are performing an on Lieutenant Kelly, the dead male crewmember.",sickbay (optical) nurse ogawa autopsy,127.0,228.txt,"['beverly', 'performing', 'lieutenant', 'kelly', 'dead', 'male', 'crewmember']","['Beverli', 'perform', 'Lieuten', 'Kelli', 'dead', 'male', 'crewmemb']","['Beverli', 'perform', 'Lieuten', 'Kelli', 'dead', 'male', 'crewmemb']",7.0,-0.6486,['ogawa'],alyssa ogawa,Patti Yasutake,"['TNG', 'GEN,FCT']",alyssa ogawa,Nurse,USS Enterprise-E,"['Lieutenant, JG']",Human,"['alyssa', 'ogawa']",2,128,2,"""Realm of Fear""",46041.1,Cliff Bole,Brannon Braga,"September?28,?1992?(1992-09-28)",13.2[7],127,['dead'],1
76660,76660,106495,"Just as they start to work, the monitor goes dead again.",ogawa,127.0,228.txt,"['just', 'start', 'work', 'monitor', 'goes', 'dead']","['Just', 'start', 'work', 'monitor', 'goe', 'dead']","['Just', 'start', 'work', 'monitor', 'goe', 'dead']",6.0,-0.6486,['ogawa'],alyssa ogawa,Patti Yasutake,"['TNG', 'GEN,FCT']",alyssa ogawa,Nurse,USS Enterprise-E,"['Lieutenant, JG']",Human,"['alyssa', 'ogawa']",2,128,2,"""Realm of Fear""",46041.1,Cliff Bole,Brannon Braga,"September?28,?1992?(1992-09-28)",13.2[7],127,['dead'],1
76663,76663,20857,"We have been called to the aid of a transport ship, which has been attacked near RekagSeronia.",picard (v.o.),128.0,229.txt,"['we', 'called', 'aid', 'transport', 'ship', 'attacked', 'near', 'rekagseronia']","['We', 'call', 'aid', 'transport', 'ship', 'attack', 'near', 'RekagSeronia']","['We', 'call', 'aid', 'transport', 'ship', 'attack', 'near', 'RekagSeronia']",8.0,-0.4767,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",3,129,3,"""Man of the People""",46071.6,Winrich Kolbe,Frank Abatemarco,"October?5,?1992?(1992-10-05)",13.2[7],128,['attacked'],1
76675,76675,20869,we took some shield damage from the Rekag ships...,picard,128.0,229.txt,"['took', 'shield', 'damage', 'rekag', 'ships']","['took', 'shield', 'damag', 'Rekag', 'ship']","['took', 'shield', 'damag', 'Rekag', 'ship']",5.0,0.0,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",3,129,3,"""Man of the People""",46071.6,Winrich Kolbe,Frank Abatemarco,"October?5,?1992?(1992-10-05)",13.2[7],128,"['shield', 'damage']",2
76676,76676,20870,but we couldn't have held out if they attacked again.,picard,128.0,229.txt,"['couldnt', 'held', 'attacked']","['couldnt', 'held', 'attack']","['couldnt', 'held', 'attack']",3.0,0.3724,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",3,129,3,"""Man of the People""",46071.6,Winrich Kolbe,Frank Abatemarco,"October?5,?1992?(1992-10-05)",13.2[7],128,['attacked'],1
76700,76700,20894,(beat) And think you'd agree that a dead man cannot be a particularly effective negotiator.,picard,128.0,229.txt,"['beat', 'and', 'think', 'youd', 'agree', 'dead', 'man', 'cannot', 'particularly', 'effective', 'negotiator']","['beat', 'And', 'think', 'youd', 'agre', 'dead', 'man', 'cannot', 'particularli', 'effect', 'negoti']","['beat', 'And', 'think', 'youd', 'agre', 'dead', 'man', 'cannot', 'particularli', 'effect', 'negoti']",11.0,-0.6486,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",3,129,3,"""Man of the People""",46071.6,Winrich Kolbe,Frank Abatemarco,"October?5,?1992?(1992-10-05)",13.2[7],128,['dead'],1
76827,76827,37216,Sensors indicate damage to the Dorian's sub space emitters.,data,128.0,229.txt,"['sensors', 'indicate', 'damage', 'dorians', 'sub', 'space', 'emitters']","['Sensor', 'indic', 'damag', 'Dorian', 'sub', 'space', 'emitt']","['Sensor', 'indic', 'damag', 'Dorian', 'sub', 'space', 'emitt']",7.0,0.0,['data'],data,Brent Spiner,"['TNG', 'GEN,FCT,INS,NEM']",data,Chief Operations Officer,USS Enterprise-E,['Lt. Commander'],Android,['data'],3,129,3,"""Man of the People""",46071.6,Winrich Kolbe,Frank Abatemarco,"October?5,?1992?(1992-10-05)",13.2[7],128,['damage'],1
76899,76899,46836,"They both warmly for a brief instant, then die out.",troi,128.0,229.txt,"['they', 'warmly', 'brief', 'instant', 'die']","['They', 'warmli', 'brief', 'instant', 'die']","['They', 'warmli', 'brief', 'instant', 'die']",5.0,-0.5994,['troi'],lwaxana troi,Majel Barrett,"['TNG', 'DS9']",lwaxana troi,Federation Ambassador,Betazed,['Ambassador'],Betazoid,"['lwaxana', 'troi']",3,129,3,"""Man of the People""",46071.6,Winrich Kolbe,Frank Abatemarco,"October?5,?1992?(1992-10-05)",13.2[7],128,['die'],1
77012,77012,55265,Photon torpedoes armed and ready.,worf,128.0,229.txt,"['photon', 'torpedoes', 'armed', 'ready']","['Photon', 'torpedo', 'arm', 'readi']","['Photon', 'torpedo', 'arm', 'readi']",4.0,0.0,['worf'],worf,Michael Dorn,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",worf,Helmsman (TNG S1),USS Enterprise-E,['Lt. Commander'],Klingon,['worf'],3,129,3,"""Man of the People""",46071.6,Winrich Kolbe,Frank Abatemarco,"October?5,?1992?(1992-10-05)",13.2[7],128,['torpedoes'],1
77143,77143,83309,It's hard to believe so much damage could have occurred in such a short time.,beverly,128.0,229.txt,"['its', 'hard', 'believe', 'much', 'damage', 'could', 'occurred', 'short', 'time']","['It', 'hard', 'believ', 'much', 'damag', 'could', 'occur', 'short', 'time']","['It', 'hard', 'believ', 'much', 'damag', 'could', 'occur', 'short', 'time']",9.0,-0.1027,['beverly'],beverly crusher,Gates McFadden,"['TNG', 'GEN,FCT,INS,NEM']",beverly crusher,Head of Starfleet Medical (S2),USS Enterprise-E,['Commander'],Human,"['beverly', 'crusher']",3,129,3,"""Man of the People""",46071.6,Winrich Kolbe,Frank Abatemarco,"October?5,?1992?(1992-10-05)",13.2[7],128,['damage'],1
77336,77336,21088,(to Worf) Can we use the phasers to open a hole in the sphere?,picard,129.0,230.txt,"['worf', 'can', 'use', 'phasers', 'open', 'hole', 'sphere']","['Worf', 'Can', 'use', 'phaser', 'open', 'hole', 'sphere']","['Worf', 'Can', 'use', 'phaser', 'open', 'hole', 'sphere']",7.0,0.0,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",4,130,4,"""Relics""",46125.3,Alexander Singer,Ronald D. Moore,"October?12,?1992?(1992-10-12)",13.9[7],129,['phasers'],1
77345,77345,21097,"(a quick beat, then to Worf) Fire torpedoes ",picard,129.0,230.txt,"['quick', 'beat', 'worf', 'fire', 'torpedoes']","['quick', 'beat', 'Worf', 'Fire', 'torpedo']","['quick', 'beat', 'Worf', 'Fire', 'torpedo']",5.0,-0.34,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",4,130,4,"""Relics""",46125.3,Alexander Singer,Ronald D. Moore,"October?12,?1992?(1992-10-12)",13.9[7],129,['torpedoes'],1
77429,77429,37298,"In three hours, our shields will no longer be be sufficient to protect us  The screen shows a reaching out from the star and heading directly toward the Enterprise.",data,129.0,230.txt,"['in', 'three', 'hours', 'shields', 'longer', 'sufficient', 'protect', 'us', 'the', 'screen', 'shows', 'reaching', 'star', 'heading', 'directly', 'toward', 'enterprise']","['In', 'three', 'hour', 'shield', 'longer', 'suffici', 'protect', 'us', 'The', 'screen', 'show', 'reach', 'star', 'head', 'directli', 'toward', 'Enterpris']","['In', 'three', 'hour', 'shield', 'longer', 'suffici', 'protect', 'u', 'The', 'screen', 'show', 'reach', 'star', 'head', 'directli', 'toward', 'Enterpris']",17.0,0.4019,['data'],data,Brent Spiner,"['TNG', 'GEN,FCT,INS,NEM']",data,Chief Operations Officer,USS Enterprise-E,['Lt. Commander'],Android,['data'],4,130,4,"""Relics""",46125.3,Alexander Singer,Ronald D. Moore,"October?12,?1992?(1992-10-12)",13.9[7],129,['shields'],1
77484,77484,55300,Photon torpedoes loaded ,worf int.,129.0,230.txt,"['photon', 'torpedoes', 'loaded']","['Photon', 'torpedo', 'load']","['Photon', 'torpedo', 'load']",3.0,0.0,['worf'],worf,Michael Dorn,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",worf,Helmsman (TNG S1),USS Enterprise-E,['Lt. Commander'],Klingon,['worf'],4,130,4,"""Relics""",46125.3,Alexander Singer,Ronald D. Moore,"October?12,?1992?(1992-10-12)",13.9[7],129,['torpedoes'],1
77536,77536,83384,Scott is sitting on one of the biobeds and is running a medical device over his injured arm.,sickbay beverly,129.0,230.txt,"['scott', 'sitting', 'one', 'biobeds', 'running', 'medical', 'device', 'injured', 'arm']","['Scott', 'sit', 'one', 'biob', 'run', 'medic', 'devic', 'injur', 'arm']","['Scott', 'sit', 'one', 'biob', 'run', 'medic', 'devic', 'injur', 'arm']",9.0,0.0,['beverly'],beverly crusher,Gates McFadden,"['TNG', 'GEN,FCT,INS,NEM']",beverly crusher,Head of Starfleet Medical (S2),USS Enterprise-E,['Commander'],Human,"['beverly', 'crusher']",4,130,4,"""Relics""",46125.3,Alexander Singer,Ronald D. Moore,"October?12,?1992?(1992-10-12)",13.9[7],129,['injured'],1
77551,77551,93331,the phase inducers are connected to the emitter array...,geordi,129.0,230.txt,"['phase', 'inducers', 'connected', 'emitter', 'array']","['phase', 'induc', 'connect', 'emitt', 'array']","['phase', 'induc', 'connect', 'emitt', 'array']",5.0,0.0,['geordi'],geordi la forge,LeVar Burton,"['TNG', 'GEN,FCT,INS,NEM', 'VOY']",geordi la forge,Helmsman (S1),USS Enterprise-E,['Lt. Commander'],Human,"['geordi', 'la', 'forge']",4,130,4,"""Relics""",46125.3,Alexander Singer,Ronald D. Moore,"October?12,?1992?(1992-10-12)",13.9[7],129,['phase'],1
77580,77580,93360,and cross connecting the phase inducers to provide a regenerative power source...,geordi,129.0,230.txt,"['cross', 'connecting', 'phase', 'inducers', 'provide', 'regenerative', 'power', 'source']","['cross', 'connect', 'phase', 'induc', 'provid', 'regen', 'power', 'sourc']","['cross', 'connect', 'phase', 'induc', 'provid', 'regen', 'power', 'sourc']",8.0,0.0,['geordi'],geordi la forge,LeVar Burton,"['TNG', 'GEN,FCT,INS,NEM', 'VOY']",geordi la forge,Helmsman (S1),USS Enterprise-E,['Lt. Commander'],Human,"['geordi', 'la', 'forge']",4,130,4,"""Relics""",46125.3,Alexander Singer,Ronald D. Moore,"October?12,?1992?(1992-10-12)",13.9[7],129,['phase'],1
77602,77602,93382,We're running a phase seven survey of the Dyson Sphere.,geordi,129.0,230.txt,"['were', 'running', 'phase', 'seven', 'survey', 'dyson', 'sphere']","['Were', 'run', 'phase', 'seven', 'survey', 'Dyson', 'Sphere']","['Were', 'run', 'phase', 'seven', 'survey', 'Dyson', 'Sphere']",7.0,0.0,['geordi'],geordi la forge,LeVar Burton,"['TNG', 'GEN,FCT,INS,NEM', 'VOY']",geordi la forge,Helmsman (S1),USS Enterprise-E,['Lt. Commander'],Human,"['geordi', 'la', 'forge']",4,130,4,"""Relics""",46125.3,Alexander Singer,Ronald D. Moore,"October?12,?1992?(1992-10-12)",13.9[7],129,['phase'],1
77795,77795,21132,(to com) Raise shields and maintain a Level Four security alert want to know if anyone goes on or off this ship.,picard,130.0,231.txt,"['com', 'raise', 'shields', 'maintain', 'level', 'four', 'security', 'alert', 'want', 'know', 'anyone', 'goes', 'ship']","['com', 'Rais', 'shield', 'maintain', 'Level', 'Four', 'secur', 'alert', 'want', 'know', 'anyon', 'goe', 'ship']","['com', 'Rais', 'shield', 'maintain', 'Level', 'Four', 'secur', 'alert', 'want', 'know', 'anyon', 'goe', 'ship']",13.0,0.3612,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",5,131,5,"""Schisms""",46154.2,Robert Wiemer,Teleplay: Brannon Braga Story: Jean Louise Matthias & Ron Wilkerson,"October?19,?1992?(1992-10-19)",13.2[7],130,"['shields', 'alert']",2
77920,77920,37398,The graviton pulse is having an effect.,data,130.0,231.txt,"['the', 'graviton', 'pulse', 'effect']","['The', 'graviton', 'puls', 'effect']","['The', 'graviton', 'pul', 'effect']",4.0,0.0,['data'],data,Brent Spiner,"['TNG', 'GEN,FCT,INS,NEM']",data,Chief Operations Officer,USS Enterprise-E,['Lt. Commander'],Android,['data'],5,131,5,"""Schisms""",46154.2,Robert Wiemer,Teleplay: Brannon Braga Story: Jean Louise Matthias & Ron Wilkerson,"October?19,?1992?(1992-10-19)",13.2[7],130,['pulse'],1
77931,77931,37409,Hull breach is imminent ,data,130.0,231.txt,"['hull', 'breach', 'imminent']","['Hull', 'breach', 'immin']","['Hull', 'breach', 'immin']",3.0,0.0,['data'],data,Brent Spiner,"['TNG', 'GEN,FCT,INS,NEM']",data,Chief Operations Officer,USS Enterprise-E,['Lt. Commander'],Android,['data'],5,131,5,"""Schisms""",46154.2,Robert Wiemer,Teleplay: Brannon Braga Story: Jean Louise Matthias & Ron Wilkerson,"October?19,?1992?(1992-10-19)",13.2[7],130,['breach'],1
